Date,Time,Elapsed Seconds,Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Dew Point-Dew Point (&#x2103;),Heat Index-Heat Index (&#x2103;),Pressure Altitude-Altitude (m),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb)
,,996.00,553,548.1,11,18,21,16.2,24.4,27.5,63.4,76.9,993.66,24.3,36,8.2,23.7,164.3,0.4,-0.1
,,997.00,550,548.1,12,19,22,16.1,24.4,27.5,65.5,76.9,993.62,24.3,36,8.2,23.7,164.7,0.4,-0.1
,,998.00,548,548.1,12,19,22,16.1,24.4,27.4,65.5,76.8,993.7,24.3,36,8.2,23.7,164,0.4,0.6
,,999.00,547,548.2,12,19,22,16.1,24.4,27.4,65.5,76.8,993.67,24.3,36,8.2,23.7,164.3,0.4,-0.1
,,1000.00,548,548.2,13,21,24,16.1,24.4,27.4,69.7,76.8,993.63,24.2,36,8.2,23.6,164.6,0.4,0
,,1001.00,549,548.2,13,20,24,16.1,24.3,27.4,67.6,76.7,993.59,24.2,36,8.2,23.6,164.9,0.4,0.6
,,1002.00,552,548.2,12,19,23,16.1,24.3,27.4,65.5,76.7,993.57,24.2,36,8.2,23.6,165.2,0.4,0.6
,,1003.00,554,548.2,12,19,23,16.1,24.3,27.3,65.5,76.6,993.57,24.2,36,8.2,23.6,165.1,0.4,0.4
,,1004.00,555,548.2,14,22,26,16.1,24.3,27.3,71.8,76.6,993.57,24.2,36,8.2,23.6,165.1,0.4,0.1
,,1005.00,553,548.2,14,22,26,16.1,24.3,27.3,71.8,76.6,993.58,24.2,36,8.2,23.6,165,0.4,0.6
,,1006.00,553,548.3,13,21,25,16,24.3,27.3,69.7,76.5,993.56,24.2,36,8.2,23.6,165.2,0.4,0.2
,,1007.00,552,548.3,14,22,25,16,24.2,27.3,71.8,76.5,993.54,24.2,36,8.2,23.6,165.4,0.4,-0.3
,,1008.00,547,548.3,14,21,25,16,24.2,27.3,69.7,76.5,993.51,24.2,36,8.2,23.6,165.6,0.4,0.3
,,1009.00,546,548.3,14,21,25,16,24.2,27.3,69.7,76.5,993.53,24.2,36,8.2,23.6,165.5,0.4,-0.3
,,1010.00,548,548.3,15,23,26,16,24.2,27.3,73.9,76.4,993.51,24.2,36,8.2,23.6,165.6,0.4,0
,,1011.00,550,548.3,15,23,26,16,24.2,27.3,73.9,76.4,993.45,24.2,36,8.2,23.6,166.1,0.4,0.4
,,1012.00,553,548.3,14,22,25,16,24.2,27.2,71.8,76.4,993.44,24.2,36,8.1,23.6,166.2,0.4,-0.1
,,1013.00,550,548.3,13,20,21,16,24.2,27.2,67.6,76.4,993.36,24.2,36,8.1,23.6,166.9,0.4,0.1
,,1014.00,548,548.3,13,20,21,16,24.2,27.2,67.6,76.4,993.35,24.2,36,8.1,23.6,166.9,0.4,-0.2
,,1015.00,550,548.3,13,20,22,16,24.2,27.2,67.6,76.3,993.34,24.2,36,8.1,23.6,167.1,0.4,0.9
,,1016.00,548,548.3,13,20,22,16,24.1,27.2,67.6,76.3,993.25,24.1,36,8.1,23.5,167.8,0.4,-0.1
,,1017.00,547,548.3,13,20,22,15.9,24.1,27.2,67.6,76.3,993.28,24.1,36,8.1,23.5,167.6,0.4,0.5
,,1018.00,550,548.3,13,20,22,15.9,24.1,27.2,67.6,76.3,993.26,24.1,36,8.1,23.5,167.7,0.4,-0.2
,,1019.00,552,548.2,13,20,22,15.9,24.1,27.2,67.6,76.2,993.29,24.1,36,8.1,23.5,167.5,0.4,0.3
,,1020.00,553,548.2,13,21,23,15.9,24.1,27.2,69.7,76.2,993.11,24.1,36,8.1,23.5,169,0.4,0.7
,,1021.00,554,548.2,13,20,22,15.9,24.1,27.2,67.6,76.2,993.13,24.1,36,8.1,23.5,168.9,0.4,0.6
,,1022.00,557,548.2,14,21,23,15.9,24.1,27.1,69.7,76.2,993.11,24.1,36,8.1,23.5,169,0.4,-0.3
,,1023.00,556,548.2,14,21,23,15.9,24.1,27.1,69.7,76.2,993.12,24.1,36,8.1,23.5,169,0.4,0.6
,,1024.00,561,548.2,14,20,22,15.9,24.1,27.1,67.6,76.1,993.13,24.1,36,8.1,23.5,168.8,0.4,0.4
,,1025.00,558,548.2,14,20,22,15.9,24.1,27.1,67.6,76.1,993.16,24.1,36,8.1,23.5,168.6,0.4,0.1
,,1026.00,555,548.2,13,19,21,15.9,24,27.1,65.5,76.1,993.16,24.1,36,8.1,23.5,168.6,0.4,0.6
,,1027.00,554,548.2,14,20,22,15.8,24,27.1,67.6,76.1,993.16,24.1,36,8.1,23.5,168.6,0.4,0.8
,,1028.00,557,548.2,15,21,23,15.8,24,27.1,69.7,76.1,993.09,24.1,36,8.1,23.5,169.2,0.4,-0.4
,,1029.00,558,548.2,15,21,23,15.8,24,27.1,69.7,76,993.05,24.1,36,8.1,23.5,169.5,0.4,0.1
,,1030.00,559,548.2,15,21,23,15.8,24,27.1,69.7,76,993.06,24.1,36,8.1,23.5,169.5,0.4,0.5
,,1031.00,557,548.2,15,21,23,15.8,24,27.1,69.7,76,993.02,24.1,36,8.1,23.5,169.8,0.4,0.3
,,1032.00,556,548.2,14,20,23,15.8,24,27.1,67.6,76,992.94,24.1,36,8.1,23.5,170.4,0.4,0.3
,,1033.00,556,548.2,14,20,23,15.8,24,27,67.6,76,992.95,24.1,36,8.1,23.5,170.4,0.4,0.3
,,1034.00,554,548.2,14,20,23,15.8,24,27,67.6,76,992.97,24.1,36,8.1,23.5,170.2,0.4,0.5
,,1035.00,554,548.2,14,19,22,15.8,24,27,65.5,75.9,992.97,24.1,36,8.1,23.5,170.2,0.4,0.8
,,1036.00,557,548.2,13,18,20,15.8,23.9,27,63.4,75.9,993.01,24.1,36,8,23.5,169.9,0.4,-0.2
,,1037.00,555,548.2,13,18,20,15.8,23.9,27,63.4,75.9,993.02,24.1,36,8,23.5,169.8,0.4,0.9
,,1038.00,554,548.1,12,16,20,15.8,23.9,27,59.2,75.8,992.98,24.1,36,8.1,23.5,170.1,0.4,0.2
,,1039.00,558,548.1,12,16,20,15.8,23.9,27,59.2,75.8,993.06,24.1,36,8,23.5,169.5,0.4,0.5
,,1040.00,559,548.2,13,17,19,15.7,23.9,26.9,61.3,75.7,993.06,24,36,8,23.4,169.5,0.4,0.8
,,1041.00,559,548.2,13,18,19,15.7,23.8,26.9,63.4,75.7,993.08,24,36,8,23.4,169.3,0.4,-0.3
,,1042.00,558,548.2,13,18,19,15.7,23.8,26.9,63.4,75.6,993.09,24,36,8,23.4,169.2,0.4,0
,,1043.00,559,548.2,13,18,19,15.7,23.8,26.9,63.4,75.6,993.12,24,36,8,23.4,168.9,0.4,0.2
,,1044.00,558,548.2,11,16,17,15.7,23.8,26.8,59.2,75.6,993.09,24,36,8,23.4,169.2,0.5,1.1
,,1045.00,557,548.2,11,16,17,15.7,23.8,26.8,59.2,75.5,993.08,24,36,8,23.4,169.3,0.4,0.4
,,1046.00,557,548.2,12,17,18,15.7,23.8,26.8,61.3,75.5,993.21,24,36,8,23.4,168.1,0.4,0.3
,,1047.00,559,548.2,12,17,17,15.7,23.7,26.8,61.3,75.5,993.21,24,36,8,23.4,168.2,0.4,-0.1
,,1048.00,561,548.2,13,17,17,15.6,23.7,26.7,61.3,75.4,993.31,24,36,8,23.4,167.4,0.4,-0.1
,,1049.00,559,548.2,13,17,17,15.6,23.7,26.7,61.3,75.4,993.31,24,36,8,23.4,167.3,0.4,0
,,1050.00,559,548.2,11,15,16,15.6,23.7,26.7,57.1,75.3,993.32,24,36,8,23.4,167.2,0.4,0.9
,,1051.00,562,548.2,11,15,16,15.6,23.7,26.7,57.1,75.3,993.37,24,36,8,23.4,166.8,0.4,0.3
,,1052.00,561,548.3,13,17,17,15.6,23.6,26.6,61.3,75.3,993.41,24,36,8,23.4,166.5,0.4,0.1
,,1053.00,557,548.3,12,16,17,15.6,23.6,26.6,59.2,75.2,993.41,24,36,8,23.4,166.5,0.4,0.2
,,1054.00,555,548.3,12,16,17,15.6,23.6,26.6,59.2,75.2,993.43,24,36,8,23.4,166.3,0.4,0.7
,,1055.00,561,548.3,13,18,18,15.5,23.6,26.6,63.4,75.2,993.48,24,36,8,23.4,165.9,0.4,0.7
,,1056.00,562,548.2,14,19,21,15.5,23.6,26.6,65.5,75.1,993.47,24,36,8,23.4,166,0.4,-0.2
,,1057.00,561,548.2,14,19,21,15.5,23.6,26.5,65.5,75.1,993.44,24,36,8,23.4,166.2,0.4,-0.3
,,1058.00,565,548.2,14,18,19,15.5,23.5,26.5,63.4,75,993.49,24,36,8,23.4,165.8,0.4,0.9
,,1059.00,566,548.3,14,18,19,15.5,23.5,26.5,63.4,75,993.48,24,36,8,23.4,165.9,0.4,0.6
,,1060.00,557,548.3,14,18,20,15.5,23.5,26.5,63.4,74.9,993.39,24,36,8,23.4,166.6,0.4,-0.2
,,1061.00,556,548.3,15,19,20,15.5,23.5,26.4,65.5,74.9,993.46,24,36,8,23.4,166.1,0.4,0.9
,,1062.00,558,548.3,14,18,19,15.5,23.4,26.4,63.4,74.8,993.46,24,36,8,23.4,166.1,0.4,-0.4
,,1063.00,558,548.3,14,18,19,15.5,23.4,26.4,63.4,74.8,993.46,24,36,8,23.4,166.1,0.5,1
,,1064.00,563,548.3,15,19,21,15.5,23.4,26.3,65.5,74.8,993.43,24,36,8,23.4,166.3,0.4,0.8
,,1065.00,562,548.3,15,19,20,15.5,23.4,26.3,65.5,74.7,993.45,24,36,8,23.4,166.1,0.4,0.5
,,1066.00,561,548.4,15,19,20,15.5,23.4,26.3,65.5,74.7,993.42,24,36,8,23.4,166.4,0.4,0
,,1067.00,561,548.4,14,18,19,15.4,23.3,26.3,63.4,74.6,993.45,24,36,8,23.4,166.2,0.4,-0.3
,,1068.00,556,548.4,16,20,23,15.4,23.3,26.2,67.6,74.6,993.48,24,36,8,23.4,165.9,0.4,0.9
,,1069.00,555,548.4,16,20,23,15.4,23.3,26.2,67.6,74.5,993.5,24,36,8,23.4,165.7,0.4,-0.6
,,1070.00,554,548.3,16,20,23,15.4,23.3,26.2,67.6,74.5,993.49,24,36,8,23.4,165.8,0.4,-0.1
,,1071.00,552,548.3,15,21,23,15.4,23.3,26.2,69.7,74.5,993.52,24,36,8,23.4,165.6,0.4,-0.4
,,1072.00,547,548.3,16,21,25,15.4,23.2,26.1,69.7,74.4,993.53,24,36,8,23.4,165.5,0.4,0.3
,,1073.00,553,548.3,16,21,25,15.4,23.2,26.1,69.7,74.4,993.47,24,36,8,23.4,166,0.4,0.7
,,1074.00,549,548.3,14,20,24,15.4,23.2,26.1,67.6,74.3,993.47,24,36,8,23.4,166,0.4,0.8
,,1075.00,547,548.3,14,20,24,15.4,23.2,26.1,67.6,74.3,993.51,24,36,8,23.4,165.6,0.4,0.5
,,1076.00,547,548.3,15,21,25,15.4,23.2,26,69.7,74.3,993.54,24,36,8,23.4,165.3,0.4,-0.3
,,1077.00,545,548.3,14,21,24,15.4,23.2,26,69.7,74.2,993.53,24,36,8,23.4,165.5,0.4,0.5
,,1078.00,545,548.3,14,21,24,15.4,23.1,26,69.7,74.2,993.56,24,36,8,23.4,165.2,0.4,0.4
,,1079.00,544,548.3,14,21,26,15.4,23.1,26,69.7,74.2,993.54,24,36,8,23.4,165.4,0.5,1
,,1080.00,552,548.3,14,21,26,15.3,23.1,26,69.7,74.1,993.62,24,36,8,23.4,164.7,0.4,-0.1
,,1081.00,553,548.3,14,21,26,15.3,23.1,26,69.7,74.1,993.68,24,36,8,23.4,164.2,0.4,0.6
,,1082.00,555,548.3,14,21,26,15.3,23.1,25.9,69.7,74.1,993.69,24,36,8,23.4,164.1,0.4,-0.3
,,1083.00,556,548.3,13,20,25,15.3,23.1,25.9,67.6,74,993.67,24,36,8,23.4,164.3,0.4,0.3
,,1084.00,555,548.4,14,21,24,15.3,23,25.9,69.7,74,993.71,24,36,8,23.4,163.9,0.4,-0.5
,,1085.00,553,548.4,14,20,24,15.3,23,25.9,67.6,73.9,993.75,24,36,8,23.4,163.6,0.4,0.3
,,1086.00,558,548.4,14,20,24,15.3,23,25.8,67.6,73.9,993.78,24,36,8,23.4,163.3,0.4,0.3
,,1087.00,558,548.4,12,17,21,15.2,23,25.8,61.3,73.8,993.76,24,36,8,23.4,163.5,0.4,1
,,1088.00,558,548.4,12,18,20,15.2,22.9,25.8,63.4,73.8,993.81,24,36,8,23.4,163.1,0.4,0.1
,,1089.00,556,548.4,13,19,21,15.2,22.9,25.8,65.5,73.7,993.78,24,36,8,23.4,163.4,0.4,0.5
,,1090.00,558,548.4,13,19,21,15.2,22.9,25.7,65.5,73.7,993.78,24,36,8,23.4,163.3,0.4,0.9
,,1091.00,562,548.4,12,19,24,15.2,22.9,25.7,65.5,73.7,993.76,24,36,8,23.4,163.5,0.4,-0.4
,,1092.00,565,548.4,13,21,25,15.2,22.9,25.7,69.7,73.6,993.76,24,36,8,23.4,163.5,0.4,0
,,1093.00,562,548.5,13,21,28,15.1,22.9,25.7,69.7,73.6,993.75,24,36,8,23.4,163.6,0.4,0.4
,,1094.00,574,548.5,12,22,30,15.1,22.8,25.7,71.8,73.6,993.75,24,36,8,23.4,163.6,0.4,0.4
,,1095.00,574,548.6,12,22,30,15.1,22.8,25.7,71.8,73.5,993.69,24,36,8,23.4,164.1,0.5,1
,,1096.00,574,548.6,10,20,28,15.1,22.8,25.7,67.6,73.5,993.68,24,36,8,23.4,164.2,0.4,-0.4
,,1097.00,574,548.6,11,21,25,15.1,22.8,25.6,69.7,73.4,993.69,24,36,8,23.4,164.1,0.4,0.2
,,1098.00,575,548.6,12,23,26,15,22.8,25.6,73.9,73.4,993.67,24,36,8,23.4,164.3,0.4,-0.4
,,1099.00,579,548.7,12,22,24,15,22.7,25.6,71.8,73.4,993.63,24,36,8,23.4,164.6,0.4,0.2
,,1100.00,582,548.7,12,22,23,15,22.7,25.6,71.8,73.3,993.61,24,36,8,23.4,164.8,0.4,0.4
,,1101.00,582,548.7,11,22,23,15,22.7,25.6,71.8,73.3,993.59,24,36,8,23.4,165,0.4,0.5
,,1102.00,582,548.8,12,24,25,15,22.7,25.6,76,73.3,993.56,24,36,8,23.4,165.2,0.4,0.4
,,1103.00,575,548.8,13,24,25,15,22.7,25.5,76,73.3,993.52,24,36,8,23.4,165.6,0.4,0.9
,,1104.00,575,548.8,13,22,22,15,22.7,25.5,71.8,73.2,993.51,24,36,8,23.4,165.6,0.4,0.4
